"No.","Time","Source","Destination","Protocol","Length","Info"
"212","4.966070","172.27.68.210","172.27.16.10","TCP","54","33718  >  53 [FIN, ACK] Seq=36 Ack=307 Win=262400 Len=0"
"213","4.966643","172.27.68.210","172.27.16.10","TCP","54","33719  >  53 [FIN, ACK] Seq=36 Ack=93 Win=262656 Len=0"
"214","4.967432","172.27.68.210","142.251.42.67","QUIC","1292","Initial, DCID=e06ef4ffc5d66c96, PKN: 1, PADDING, PING, CRYPTO, CRYPTO, CRYPTO, PING, CRYPTO, PADDING, CRYPTO, PADDING, PING, PING, PADDING, PING, PING, CRYPTO, PING"
"215","4.967794","172.27.68.210","142.251.42.67","QUIC","122","0-RTT, DCID=e06ef4ffc5d66c96"
"216","4.968200","172.27.68.210","142.251.42.67","QUIC","815","0-RTT, DCID=e06ef4ffc5d66c96"
"217","4.969614","172.27.16.10","172.27.68.210","TCP","60","53  >  33718 [FIN, ACK] Seq=307 Ack=37 Win=29312 Len=0"
"218","4.969614","172.27.16.10","172.27.68.210","TCP","60","53  >  33719 [FIN, ACK] Seq=93 Ack=37 Win=29312 Len=0"
"219","4.969718","172.27.68.210","172.27.16.10","TCP","54","33718  >  53 [ACK] Seq=37 Ack=308 Win=262400 Len=0"
"220","4.969821","172.27.68.210","172.27.16.10","TCP","54","33719  >  53 [ACK] Seq=37 Ack=94 Win=262656 Len=0"
"221","4.991563","142.251.42.46","172.27.68.210","UDP","74","443  >  49385 Len=32"
"222","5.002240","172.27.68.210","142.251.42.46","UDP","75","49385  >  443 Len=33"
"223","5.023265","142.251.42.67","172.27.68.210","QUIC","1292","Initial, SCID=e06ef4ffc5d66c96, PKN: 1, ACK, PADDING"
"224","5.059308","142.251.42.67","172.27.68.210","QUIC","1292","Protected Payload (KP0)"
"225","5.059308","142.251.42.67","172.27.68.210","QUIC","855","Protected Payload (KP0)"
"226","5.059308","142.251.42.67","172.27.68.210","QUIC","195","Protected Payload (KP0)"
"227","5.059308","142.251.42.67","172.27.68.210","QUIC","66","Protected Payload (KP0)"
"228","5.059308","142.251.42.67","172.27.68.210","QUIC","64","Protected Payload (KP0)"
"229","5.060299","172.27.68.210","142.251.42.67","QUIC","121","Handshake, DCID=e06ef4ffc5d66c96"
"230","5.060552","172.27.68.210","142.251.42.67","QUIC","73","Protected Payload (KP0), DCID=e06ef4ffc5d66c96"
"231","5.060807","172.27.68.210","142.251.42.67","QUIC","73","Protected Payload (KP0), DCID=e06ef4ffc5d66c96"
"232","5.072710","172.27.68.202","224.2.2.2","UDP","72","59616  >  8995 Len=30"
"233","5.092534","142.251.42.67","172.27.68.210","QUIC","162","Protected Payload (KP0)"
"234","5.121833","142.251.42.67","172.27.68.210","QUIC","559","Protected Payload (KP0)"
"235","5.121833","142.251.42.67","172.27.68.210","QUIC","64","Protected Payload (KP0)"
"236","5.122207","172.27.68.210","142.251.42.67","QUIC","77","Protected Payload (KP0), DCID=e06ef4ffc5d66c96"
"237","5.152441","142.251.42.67","172.27.68.210","QUIC","67","Protected Payload (KP0)"
"238","5.152667","172.27.68.210","142.251.42.67","QUIC","73","Protected Payload (KP0), DCID=e06ef4ffc5d66c96"
"239","5.201090","172.27.71.164","224.2.2.2","UDP","72","60230  >  8995 Len=30"
"240","5.241287","142.251.42.46","172.27.68.210","UDP","1134","443  >  49385 Len=1092"
"241","5.241598","172.27.68.210","142.251.42.46","UDP","81","49385  >  443 Len=39"
"242","5.243430","17.57.12.243","172.27.68.210","TCP","66","443  >  62409 [FIN, ACK] Seq=3722 Ack=519 Win=43008 Len=0 TSval=875498429 TSecr=4034256242"
"243","5.243430","142.251.42.46","172.27.68.210","UDP","78","443  >  49385 Len=36"
"244","5.243430","17.57.12.242","172.27.68.210","TCP","66","443  >  62408 [ACK] Seq=3720 Ack=582 Win=43008 Len=0 TSval=2378092132 TSecr=2309401709"
"245","5.243430","142.251.42.46","172.27.68.210","UDP","322","443  >  49385 Len=280"
"246","5.255271","172.27.68.210","142.251.42.46","UDP","75","49385  >  443 Len=33"
"247","5.257796","172.27.68.210","17.57.12.242","TLSv1.3","606","Application Data, Application Data"
"248","5.257948","172.27.68.210","17.57.12.243","TCP","54","62409  >  443 [RST] Seq=519 Win=0 Len=0"
"249","5.278508","142.251.42.46","172.27.68.210","UDP","68","443  >  49385 Len=26"
"250","5.404006","172.27.71.224","255.255.255.255","DHCP","358","DHCP Request  - Transaction ID 0xd1eeda4"
"251","5.447434","172.27.70.170","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"252","5.472877","Cisco_f6:49:1a","PVST+","STP","64","Conf. Root = 32768/71/68:bc:0c:d9:3c:00  Cost = 4  Port = 0x801a"
"253","5.483142","172.27.70.198","224.2.2.2","UDP","72","57152  >  8995 Len=30"
"254","5.507133","fe80::d775:b2b9:c217:1b74","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"255","5.507133","172.27.71.224","224.0.0.22","IGMPv3","60","Membership Report / Leave group 224.0.0.252"
"256","5.535420","fe80::d775:b2b9:c217:1b74","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"257","5.535420","172.27.71.224","224.0.0.22","IGMPv3","60","Membership Report / Join group 224.0.0.252 for any sources"
"258","5.538088","fe80::d775:b2b9:c217:1b74","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"259","5.538088","172.27.71.224","224.0.0.22","IGMPv3","60","Membership Report / Leave group 224.0.0.252"
"260","5.538665","fe80::d775:b2b9:c217:1b74","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"261","5.538665","172.27.71.224","224.0.0.22","IGMPv3","60","Membership Report / Join group 224.0.0.252 for any sources"
"262","5.540738","172.27.71.224","224.0.0.251","MDNS","81","Standard query 0x0000 ANY DESKTOP-V07KJ65.local, ""QM"" question"
"263","5.540738","fe80::d775:b2b9:c217:1b74","ff02::fb","MDNS","101","Standard query 0x0000 ANY DESKTOP-V07KJ65.local, ""QM"" question"
"264","5.541873","fe80::d775:b2b9:c217:1b74","ff02::fb","MDNS","139","Standard query response 0x0000 AAAA fe80::d775:b2b9:c217:1b74 A 172.27.71.224"
"265","5.541873","fe80::d775:b2b9:c217:1b74","ff02::1:3","LLMNR","95","Standard query 0xefe4 ANY DESKTOP-V07KJ65"
"266","5.541873","172.27.71.224","224.0.0.251","MDNS","119","Standard query response 0x0000 AAAA fe80::d775:b2b9:c217:1b74 A 172.27.71.224"
"267","5.542944","172.27.71.224","224.0.0.251","MDNS","81","Standard query 0x0000 ANY DESKTOP-V07KJ65.local, ""QM"" question"
"268","5.542944","fe80::d775:b2b9:c217:1b74","ff02::fb","MDNS","101","Standard query 0x0000 ANY DESKTOP-V07KJ65.local, ""QM"" question"
"269","5.543913","fe80::d775:b2b9:c217:1b74","ff02::fb","MDNS","139","Standard query response 0x0000 AAAA fe80::d775:b2b9:c217:1b74 A 172.27.71.224"
"270","5.543913","172.27.71.224","224.0.0.251","MDNS","119","Standard query response 0x0000 AAAA fe80::d775:b2b9:c217:1b74 A 172.27.71.224"
"271","5.552527","172.27.68.210","172.217.160.206","TLSv1.2","105","Application Data"
"272","5.582614","172.217.160.206","172.27.68.210","TCP","66","443  >  62395 [ACK] Seq=1 Ack=40 Win=410 Len=0 TSval=1869493214 TSecr=2171518443"
"273","5.582614","172.217.160.206","172.27.68.210","TLSv1.2","105","Application Data"
"274","5.586810","172.27.68.210","172.217.160.206","TCP","66","62395  >  443 [ACK] Seq=40 Ack=40 Win=2047 Len=0 TSval=2171518485 TSecr=1869493214"
"275","5.601708","172.27.68.75","255.255.255.255","UDP","245","6537  >  6537 Len=203"
"276","5.601708","172.27.68.75","255.255.255.255","UDP","245","6537  >  6537 Len=203"
"277","5.604386","172.27.69.124","224.2.2.2","UDP","72","51117  >  8995 Len=30"
"278","5.632464","172.27.68.210","172.27.68.75","TCP","164","52436  >  8009 [PSH, ACK] Seq=111 Ack=111 Win=8194 Len=110 [TCP segment of a reassembled PDU]"
"279","5.634258","172.27.68.75","172.27.68.210","TCP","164","8009  >  52436 [PSH, ACK] Seq=111 Ack=221 Win=1867 Len=110 [TCP segment of a reassembled PDU]"
"280","5.640388","17.57.12.242","172.27.68.210","TCP","66","443  >  62408 [ACK] Seq=3720 Ack=1122 Win=42496 Len=0 TSval=2378092522 TSecr=2309402099"
"281","5.641845","17.57.12.242","172.27.68.210","TCP","1514","443  >  62408 [ACK] Seq=3720 Ack=1122 Win=42496 Len=1448 TSval=2378092523 TSecr=2309402099 [TCP segment of a reassembled PDU]"
"282","5.641845","17.57.12.242","172.27.68.210","TCP","1514","443  >  62408 [ACK] Seq=5168 Ack=1122 Win=42496 Len=1448 TSval=2378092523 TSecr=2309402099 [TCP segment of a reassembled PDU]"
"283","5.641845","17.57.12.242","172.27.68.210","TLSv1.3","392","Application Data"
"284","5.645651","172.27.68.210","17.57.12.242","TCP","66","62408  >  443 [ACK] Seq=1122 Ack=6942 Win=127808 Len=0 TSval=2309402487 TSecr=2378092523"
"285","5.645713","172.27.68.210","17.57.12.242","TCP","66","[TCP Window Update] 62408  >  443 [ACK] Seq=1122 Ack=6942 Win=131072 Len=0 TSval=2309402487 TSecr=2378092523"
"286","5.647742","172.27.68.210","17.57.12.242","TLSv1.3","90","Application Data"
"287","5.648146","172.27.68.210","172.27.68.75","TCP","164","52437  >  8009 [PSH, ACK] Seq=111 Ack=111 Win=8194 Len=110 [TCP segment of a reassembled PDU]"
"288","5.648893","172.27.68.210","17.57.12.242","TCP","66","62408  >  443 [FIN, ACK] Seq=1146 Ack=6942 Win=131072 Len=0 TSval=2309402489 TSecr=2378092523"
"289","5.649574","172.27.68.75","172.27.68.210","TCP","164","8009  >  52437 [PSH, ACK] Seq=111 Ack=221 Win=1655 Len=110 [TCP segment of a reassembled PDU]"
"290","5.679284","172.27.68.210","172.27.68.75","TCP","54","52436  >  8009 [ACK] Seq=221 Ack=221 Win=8194 Len=0"
"291","5.689421","D-LinkIn_23:7c:b5","Spanning-tree-(for-bridges)_00","STP","60","RST. Root = 32768/0/a0:a3:f0:23:7c:a0  Cost = 0  Port = 0x8015"
"292","5.690441","172.27.71.240","224.2.2.2","UDP","72","50645  >  8995 Len=30"
"293","5.694443","172.27.68.210","172.27.68.75","TCP","54","52437  >  8009 [ACK] Seq=221 Ack=221 Win=8194 Len=0"
"294","5.757075","172.27.68.210","20.198.119.143","TCP","55","19598  >  443 [ACK] Seq=1 Ack=1 Win=1024 Len=1 [TCP segment of a reassembled PDU]"
"295","5.795429","20.198.119.143","172.27.68.210","TCP","66","443  >  19598 [ACK] Seq=1 Ack=2 Win=7687 Len=0 SLE=1 SRE=2"
"296","5.802047","TCLKingE_f5:63:5f","Broadcast","ARP","60","Who has 172.27.68.255? Tell 172.27.68.75"
"297","5.901979","172.27.69.156","224.2.2.2","UDP","72","61642  >  8995 Len=30"
"298","5.955221","172.27.71.224","224.0.0.22","IGMPv3","60","Membership Report / Join group 224.0.0.252 for any sources"
"299","5.955221","fe80::d775:b2b9:c217:1b74","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"300","6.044215","17.57.12.242","172.27.68.210","TCP","66","443  >  62408 [ACK] Seq=6942 Ack=1146 Win=42496 Len=0 TSval=2378092912 TSecr=2309402489"
"301","6.044215","17.57.12.242","172.27.68.210","TLSv1.3","90","Application Data"
"302","6.044945","17.57.12.242","172.27.68.210","TCP","66","443  >  62408 [FIN, ACK] Seq=6966 Ack=1147 Win=42496 Len=0 TSval=2378092913 TSecr=2309402489"
"303","6.072063","172.27.68.202","224.2.2.2","UDP","72","59616  >  8995 Len=30"
"304","6.087321","172.27.71.116","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"305","6.195736","172.27.71.164","224.2.2.2","UDP","72","60230  >  8995 Len=30"
"306","6.209162","172.27.68.210","17.57.12.242","TCP","54","62408  >  443 [RST] Seq=1147 Win=0 Len=0"
"307","6.311115","Cisco_48:70:63","Broadcast","ARP","60","Who has 172.27.71.71? Tell 172.27.68.1"
"308","6.316989","172.27.68.210","142.250.183.132","QUIC","1292","Initial, DCID=022fc595d2fca0b3, PKN: 1, PADDING, CRYPTO, PADDING, CRYPTO, CRYPTO, CRYPTO, PING, PADDING, CRYPTO, PADDING, CRYPTO"
"309","6.318555","172.27.68.210","142.250.183.132","QUIC","122","0-RTT, DCID=022fc595d2fca0b3"
"310","6.369725","142.250.183.132","172.27.68.210","QUIC","1292","Initial, SCID=e22fc595d2fca0b3, PKN: 1, ACK, PADDING"
"311","6.404951","142.250.183.132","172.27.68.210","QUIC","1292","Protected Payload (KP0)"
"312","6.404951","142.250.183.132","172.27.68.210","QUIC","852","Protected Payload (KP0)"
"313","6.404951","142.250.183.132","172.27.68.210","QUIC","196","Protected Payload (KP0)"
"314","6.404951","142.250.183.132","172.27.68.210","QUIC","66","Protected Payload (KP0)"
"315","6.405437","172.27.68.210","142.250.183.132","QUIC","120","Handshake, DCID=e22fc595d2fca0b3"
"316","6.405526","172.27.68.210","142.250.183.132","QUIC","73","Protected Payload (KP0), DCID=e22fc595d2fca0b3"
"317","6.405799","172.27.68.210","142.250.183.132","QUIC","1288","Protected Payload (KP0), DCID=e22fc595d2fca0b3"
"318","6.405829","172.27.68.210","142.250.183.132","QUIC","1187","Protected Payload (KP0), DCID=e22fc595d2fca0b3"
"319","6.405953","172.27.68.210","142.250.183.132","QUIC","343","Protected Payload (KP0), DCID=e22fc595d2fca0b3"
"320","6.432914","142.250.183.132","172.27.68.210","QUIC","162","Protected Payload (KP0)"
"321","6.432914","142.250.183.132","172.27.68.210","QUIC","67","Protected Payload (KP0)"
"322","6.433648","142.250.183.132","172.27.68.210","QUIC","71","Protected Payload (KP0)"
"323","6.433893","172.27.68.210","142.250.183.132","QUIC","73","Protected Payload (KP0), DCID=e22fc595d2fca0b3"
"324","6.434283","142.250.183.132","172.27.68.210","QUIC","71","Protected Payload (KP0)"
"325","6.462464","172.27.68.210","142.250.183.132","QUIC","74","Protected Payload (KP0), DCID=e22fc595d2fca0b3"
"326","6.482469","172.27.70.198","224.2.2.2","UDP","72","57152  >  8995 Len=30"
"327","6.507711","142.250.183.132","172.27.68.210","QUIC","923","Protected Payload (KP0)"
"328","6.507711","142.250.183.132","172.27.68.210","QUIC","63","Protected Payload (KP0)"
"329","6.508025","172.27.68.210","142.250.183.132","QUIC","77","Protected Payload (KP0), DCID=e22fc595d2fca0b3"
"330","6.509357","142.250.183.132","172.27.68.210","QUIC","246","Protected Payload (KP0)"
"331","6.510101","172.27.68.210","172.27.16.10","TCP","66","33720  >  53 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"332","6.510448","172.27.68.210","172.27.16.10","TCP","66","33721  >  53 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"333","6.510712","172.27.68.210","142.250.183.132","QUIC","77","Protected Payload (KP0), DCID=e22fc595d2fca0b3"
"334","6.510882","142.250.183.132","172.27.68.210","QUIC","63","Protected Payload (KP0)"
"335","6.510882","172.27.16.10","172.27.68.210","TCP","66","53  >  33720 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=128"
"336","6.510882","172.27.16.10","172.27.68.210","TCP","66","53  >  33721 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=128"
"337","6.511205","172.27.68.210","172.27.16.10","TCP","54","33720  >  53 [ACK] Seq=1 Ack=1 Win=262656 Len=0"
"338","6.511242","172.27.68.210","172.27.16.10","TCP","54","33721  >  53 [ACK] Seq=1 Ack=1 Win=262656 Len=0"
"339","6.512528","172.27.68.210","172.27.16.10","TCP","56","33720  >  53 [PSH, ACK] Seq=1 Ack=1 Win=262656 Len=2 [TCP segment of a reassembled PDU]"
"340","6.512639","172.27.68.210","172.27.16.10","DNS","89","Standard query 0x9a83 A beacons2.gvt2.com"
"341","6.512766","172.27.68.210","172.27.16.10","TCP","56","33721  >  53 [PSH, ACK] Seq=1 Ack=1 Win=262656 Len=2 [TCP segment of a reassembled PDU]"
"342","6.512825","172.27.68.210","172.27.16.10","DNS","89","Standard query 0x4f46 HTTPS beacons2.gvt2.com"
"343","6.513367","172.27.16.10","172.27.68.210","TCP","60","53  >  33720 [ACK] Seq=1 Ack=3 Win=29312 Len=0"
"344","6.513367","172.27.16.10","172.27.68.210","TCP","60","53  >  33720 [ACK] Seq=1 Ack=38 Win=29312 Len=0"
"345","6.513367","172.27.16.10","172.27.68.210","TCP","60","53  >  33721 [ACK] Seq=1 Ack=3 Win=29312 Len=0"
"346","6.513367","172.27.16.10","172.27.68.210","TCP","60","53  >  33721 [ACK] Seq=1 Ack=38 Win=29312 Len=0"
"347","6.513367","172.27.16.10","172.27.68.210","DNS","362","Standard query response 0x9a83 A beacons2.gvt2.com A 216.58.213.3 NS ns1.google.com NS ns3.google.com NS ns4.google.com NS ns2.google.com A 216.239.34.10 A 216.239.32.10 A 216.239.36.10 A 216.239.38.10 AAAA 2001:4860:4802:34::a AAAA 2001:4860:4802:32::a AAAA 2001:4860:4802:36::a AAAA 2001:4860:4802:38::a"
"348","6.513367","172.27.16.10","172.27.68.210","DNS","148","Standard query response 0x4f46 HTTPS beacons2.gvt2.com SOA ns1.google.com"
"349","6.513620","172.27.68.210","172.27.16.10","TCP","54","33721  >  53 [FIN, ACK] Seq=38 Ack=95 Win=262656 Len=0"
"350","6.513933","172.27.68.210","172.27.16.10","TCP","54","33720  >  53 [FIN, ACK] Seq=38 Ack=309 Win=262400 Len=0"
"351","6.514417","172.27.68.210","216.58.213.3","TCP","66","33722  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"352","6.514543","172.27.16.10","172.27.68.210","TCP","60","53  >  33721 [FIN, ACK] Seq=95 Ack=39 Win=29312 Len=0"
"353","6.514543","172.27.16.10","172.27.68.210","TCP","60","53  >  33720 [FIN, ACK] Seq=309 Ack=39 Win=29312 Len=0"
"354","6.514573","172.27.68.210","172.27.16.10","TCP","54","33721  >  53 [ACK] Seq=39 Ack=96 Win=262656 Len=0"
"355","6.514612","172.27.68.210","172.27.16.10","TCP","54","33720  >  53 [ACK] Seq=39 Ack=310 Win=262400 Len=0"
"356","6.539175","142.250.183.132","172.27.68.210","QUIC","65","Protected Payload (KP0)"
"357","6.539665","172.27.68.210","142.250.183.132","QUIC","73","Protected Payload (KP0), DCID=e22fc595d2fca0b3"
"358","6.567141","TCLKingE_f5:63:5f","Broadcast","ARP","60","Who has 172.27.68.255? Tell 172.27.68.75"
"359","6.605604","172.27.69.124","224.2.2.2","UDP","72","51117  >  8995 Len=30"
"360","6.631018","172.27.72.220","172.27.69.224","TCP","66","[TCP Retransmission] [TCP Port numbers reused] 52398  >  7680 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"361","6.691663","172.27.71.240","224.2.2.2","UDP","72","50645  >  8995 Len=30"
"362","6.774881","172.27.68.210","216.58.213.3","TCP","66","33723  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"363","6.884610","216.58.213.3","172.27.68.210","TCP","66","443  >  33722 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"364","6.884769","172.27.68.210","216.58.213.3","TCP","54","33722  >  443 [ACK] Seq=1 Ack=1 Win=262400 Len=0"
"365","6.885421","172.27.68.210","216.58.213.3","TLSv1.3","571","Client Hello"
"366","6.899094","172.27.69.156","224.2.2.2","UDP","72","61642  >  8995 Len=30"
"367","6.968922","Hitex_39:03:e2","Broadcast","ARP","60","Who has 172.27.71.71? Tell 172.27.68.201"
"368","7.067986","172.27.68.202","224.2.2.2","UDP","72","59616  >  8995 Len=30"
"369","7.141656","216.58.213.3","172.27.68.210","TCP","66","443  >  33723 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"370","7.141785","172.27.68.210","216.58.213.3","TCP","54","33723  >  443 [ACK] Seq=1 Ack=1 Win=262400 Len=0"
"371","7.142233","172.27.68.210","216.58.213.3","TLSv1.3","591","Client Hello"
"372","7.191318","216.58.213.3","172.27.68.210","TCP","66","[TCP Retransmission] 443  >  33722 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"373","7.191366","172.27.68.210","216.58.213.3","TCP","66","[TCP Dup ACK 364#1] 33722  >  443 [ACK] Seq=518 Ack=1 Win=262400 Len=0 SLE=0 SRE=1"
"374","7.197380","172.27.71.164","224.2.2.2","UDP","72","60230  >  8995 Len=30"
"375","7.255812","216.58.213.3","172.27.68.210","TCP","60","443  >  33722 [ACK] Seq=1 Ack=518 Win=66816 Len=0"
"376","7.264371","216.58.213.3","172.27.68.210","TLSv1.3","1466","Server Hello, Change Cipher Spec"
"377","7.264371","216.58.213.3","172.27.68.210","TCP","1466","443  >  33722 [ACK] Seq=1413 Ack=518 Win=66816 Len=1412 [TCP segment of a reassembled PDU]"
"378","7.264371","216.58.213.3","172.27.68.210","TCP","1466","443  >  33722 [ACK] Seq=2825 Ack=518 Win=66816 Len=1412 [TCP segment of a reassembled PDU]"
"379","7.264371","216.58.213.3","172.27.68.210","TLSv1.3","308","Application Data"
"380","7.264510","172.27.68.210","216.58.213.3","TCP","54","33722  >  443 [ACK] Seq=518 Ack=4491 Win=262400 Len=0"
"381","7.265079","172.27.68.210","216.58.213.3","TLSv1.3","128","Change Cipher Spec, Application Data"
"382","7.265229","172.27.68.210","216.58.213.3","TLSv1.3","146","Application Data"
"383","7.265313","172.27.68.210","216.58.213.3","TLSv1.3","274","Application Data"
"384","7.265340","172.27.68.210","216.58.213.3","TLSv1.3","366","Application Data"
"385","7.315410","fe80::1e61:b4ff:febd:928f","ff02::2","ICMPv6","70","Router Solicitation from 1c:61:b4:bd:92:8f"
"386","7.335510","TCLKingE_f5:63:5f","Broadcast","ARP","60","Who has 172.27.68.255? Tell 172.27.68.75"
"387","7.450939","216.58.213.3","172.27.68.210","TCP","66","[TCP Retransmission] 443  >  33723 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"388","7.451020","172.27.68.210","216.58.213.3","TCP","66","[TCP Dup ACK 370#1] 33723  >  443 [ACK] Seq=538 Ack=1 Win=262400 Len=0 SLE=0 SRE=1"
